Term	Gene
Astrocytes	RP23-97M20.1
Astrocytes	RP24-140D11.6
Astrocytes	RP24-156O12.1
Astrocytes	RP24-295A5.2
Astrocytes	RP24-389H4.1
Astrocytes	RP24-404P10.2
Astrocytes	RP24-404P10.7
Astrocytes	RP24-423L4.4
Astrocytes	RP24-488I7.1
Astrocytes	RP24-496C22.1
Astrocytes	RP24-511F2.3
Astrocytes	RP24-535M14.1
Astrocytes	RP24-555P13.4
Astrocytes	RP24-68G17.2
Astrocytes	RP24-79O7.1
Astrocytes	RPE65
Astrocytes	RPL17-C18ORF32
Astrocytes	RSAD1
Astrocytes	S100A1
Astrocytes	S100A16
Astrocytes	S100B
Astrocytes	S1PR1
Astrocytes	SALL2
Astrocytes	SALL3
Astrocytes	SARDH
Astrocytes	SASH1
Astrocytes	SAT1
Astrocytes	SCARA3
Astrocytes	SCD
Astrocytes	SCG3
Astrocytes	SCRG1
Astrocytes	SCTR
Astrocytes	SDC2
Astrocytes	SDC4
Astrocytes	SELENBP1
Astrocytes	SEMA4A
Astrocytes	SEMA4B
Astrocytes	SEMA5B
Astrocytes	SEMA6D
Astrocytes	SERHL2
Astrocytes	SERPINA3
Astrocytes	SERPINE2
Astrocytes	SERPINF1
Astrocytes	SFRP1
Astrocytes	SFRP4
Astrocytes	SFRP5
Astrocytes	SFXN1
Astrocytes	SFXN5
Astrocytes	SGIP1
Astrocytes	SH2D4A
Astrocytes	SH3PXD2B
Astrocytes	SHPK
Astrocytes	SIX5
Astrocytes	SKIDA1
Astrocytes	SLC12A4
Astrocytes	SLC13A1
Astrocytes	SLC13A3
Astrocytes	SLC13A5
Astrocytes	SLC14A1
Astrocytes	SLC14A2
Astrocytes	SLC15A2
Astrocytes	SLC1A2
Astrocytes	SLC1A3
Astrocytes	SLC1A4
Astrocytes	SLC20A1
Astrocytes	SLC20A2
Astrocytes	SLC22A4
Astrocytes	SLC25A18
Astrocytes	SLC25A21
Astrocytes	SLC25A34
Astrocytes	SLC25A35
Astrocytes	SLC25A48
Astrocytes	SLC26A6
Astrocytes	SLC27A1
Astrocytes	SLC29A2
Astrocytes	SLC2A10
Astrocytes	SLC2A4
Astrocytes	SLC30A10
Astrocytes	SLC35D1
Astrocytes	SLC38A3
Astrocytes	SLC39A12
Astrocytes	SLC39A14
Astrocytes	SLC41A1
Astrocytes	SLC44A3
Astrocytes	SLC4A4
Astrocytes	SLC6A1
Astrocytes	SLC6A11
Astrocytes	SLC7A10
Astrocytes	SLC7A11
Astrocytes	SLC7A2
Astrocytes	SLC8B1
Astrocytes	SLC9A3R1
Astrocytes	SLCO1B3
Astrocytes	SLCO1C1
Astrocytes	SLITRK2
Astrocytes	SMIM3
Astrocytes	SMO
Astrocytes	SMPD2
Astrocytes	SMPDL3A
Astrocytes	SNCAIP
Astrocytes	SNED1
Astrocytes	SNORA20
Astrocytes	SNORD8
Astrocytes	SNTA1
Astrocytes	SOAT1
Astrocytes	SOHLH2
Astrocytes	SON
Astrocytes	SORCS2
Astrocytes	SORL1
Astrocytes	SOX1
Astrocytes	SOX11
Astrocytes	SOX2
Astrocytes	SOX21
Astrocytes	SOX5
Astrocytes	SOX6
Astrocytes	SOX9
Astrocytes	SPACA6
Astrocytes	SPAG1
Astrocytes	SPAG5
Astrocytes	SPARCL1
Astrocytes	SPATA1
Astrocytes	SPATA17
Astrocytes	SPATA18
Astrocytes	SPATA3
Astrocytes	SPIRE1
Astrocytes	SPON1
Astrocytes	SPRY2
Astrocytes	SPRY4
Astrocytes	SQLE
Astrocytes	SRGAP3
Astrocytes	ST3GAL4
Astrocytes	ST6GALNAC5
Astrocytes	STAG3
Astrocytes	STEAP3
Astrocytes	STK17B
Astrocytes	STK38L
Astrocytes	STON2
Astrocytes	SUGCT
Astrocytes	SUMF2
Astrocytes	SYBU
Astrocytes	SYCP2
Astrocytes	SYNE1
Astrocytes	SYNPO2
Astrocytes	SYPL2
Astrocytes	TAF4B
Astrocytes	TAF7L
Astrocytes	TAGLN3
Astrocytes	TANK
Astrocytes	TBC1D19
Astrocytes	TEAD1
Astrocytes	TECTB
Astrocytes	TEKT1
Astrocytes	TEKT5
Astrocytes	TENM3
Astrocytes	TEPSIN
Astrocytes	TESMIN
Astrocytes	TET1
Astrocytes	TEX11
Astrocytes	TEX9
Astrocytes	TFAP2C
Astrocytes	TFCP2L1
Astrocytes	TGFB2
Astrocytes	THBS4
Astrocytes	THRB
Astrocytes	THRSP
Astrocytes	TIFA
Astrocytes	TIMP3
Astrocytes	TIMP4
Astrocytes	TIPARP
Astrocytes	TLCD1
Astrocytes	TLR3
Astrocytes	TM7SF2
Astrocytes	TMC7
Astrocytes	TMEM100
Astrocytes	TMEM129
Astrocytes	TMEM136
Astrocytes	TMEM161B
Astrocytes	TMEM164
Astrocytes	TMEM165
Astrocytes	TMEM200C
Astrocytes	TMEM218
Astrocytes	TMEM229A
Astrocytes	TMEM44
Astrocytes	TMEM47
Astrocytes	TMEM51
Astrocytes	TMEM56-RWDD3
Astrocytes	TMEM82
Astrocytes	TMIE
Astrocytes	TMPRSS7
Astrocytes	TNC
Astrocytes	TNFAIP2
Astrocytes	TNFAIP8
Astrocytes	TNFRSF19
Astrocytes	TNIK
Astrocytes	TNNT3
Astrocytes	TOM1L1
Astrocytes	TOX
Astrocytes	TP53I13
Astrocytes	TP63
Astrocytes	TPBG
Astrocytes	TPMT
Astrocytes	TPRKB
Astrocytes	TRIB2
Astrocytes	TRIL
Astrocytes	TRIM9
Astrocytes	TRPM3
Astrocytes	TRPS1
Astrocytes	TSC22D4
Astrocytes	TSKU
Astrocytes	TSPAN12
Astrocytes	TSPAN7
Astrocytes	TST
Astrocytes	TTC23
Astrocytes	TTLL8
Astrocytes	TTPA
Astrocytes	TTYH1
Astrocytes	TTYH3
Astrocytes	TUBB2B
Astrocytes	TULP3
Astrocytes	UCP3
Astrocytes	UGP2
Astrocytes	UGT1A3
Astrocytes	UNC13C
Astrocytes	UNC5C
Astrocytes	UPP1
Astrocytes	USP2
Astrocytes	VAV3
Astrocytes	VCAM1
Astrocytes	VCAN
Astrocytes	VCL
Astrocytes	VEGFA
Astrocytes	VEPH1
Astrocytes	VIT
Astrocytes	VNN1
Astrocytes	WASF3
Astrocytes	WDR38
Astrocytes	WDR5B
Astrocytes	WDR63
Astrocytes	WNK2
Astrocytes	WNT7A
Astrocytes	WNT7B
Astrocytes	WWC1
Astrocytes	WWTR1
Astrocytes	YAP1
Astrocytes	ZBTB20
Astrocytes	ZCCHC24
Astrocytes	ZDHHC21
Astrocytes	ZEB1
Astrocytes	ZFP280C
Astrocytes	ZFP36L2
Astrocytes	ZFP389
Astrocytes	ZFP783
Astrocytes	ZFPM2
Astrocytes	ZFYVE21
Astrocytes	ZIC5
Astrocytes	ZNF189
Astrocytes	ZNF2
Astrocytes	ZNF3
Astrocytes	ZNF383
Astrocytes	ZNF423
Astrocytes	ZNF438
Astrocytes	ZNF462
Astrocytes	ZNF467
Astrocytes	ZNF507
Astrocytes	ZNF521
Astrocytes	ZNF641
Astrocytes	ZNF775
Astrocytes	ZNF781
Astrocytes	ZNRF3
Astrocytes	ZSCAN12
Vascular_cells	HBA-A1
Vascular_cells	HBA-A2
Vascular_cells	HBB-BS
Vascular_cells	HBB-BS1
Vascular_cells	HBB-BT
Vascular_cells	MT-RNR1
Endothelial_cells	1700018A04RIK
Endothelial_cells	1700061E17RIK
Endothelial_cells	1700073E17RIK
Endothelial_cells	1810006J02RIK
Endothelial_cells	2200002D01RIK
Endothelial_cells	2310001H17RIK
Endothelial_cells	2410007B07RIK
Endothelial_cells	2610305D13RIK
Endothelial_cells	2900092N22RIK
Endothelial_cells	3830403N18RIK
Endothelial_cells	4833412C05RIK
Endothelial_cells	4930429F24RIK
Endothelial_cells	4930443O20RIK
Endothelial_cells	4930556M19RIK
Endothelial_cells	4933421A08RIK
Endothelial_cells	4933438K21RIK
Endothelial_cells	6030445D17RIK
Endothelial_cells	9530026P05RIK
Endothelial_cells	9930111J21RIK2
Endothelial_cells	A130051J06RIK
Endothelial_cells	A3GALT2
Endothelial_cells	A4GALT
Endothelial_cells	A530084C06RIK
Endothelial_cells	A630014C17RIK
Endothelial_cells	A630033H20RIK
Endothelial_cells	A730015C16RIK
Endothelial_cells	A930033H14RIK
Endothelial_cells	ABCA4
Endothelial_cells	ABCB1
Endothelial_cells	ABCC4
Endothelial_cells	ABCC6
Endothelial_cells	ABCC9
Endothelial_cells	ABCG2
Endothelial_cells	ABHD2
Endothelial_cells	ABLIM1
Endothelial_cells	ACAA2
Endothelial_cells	ACE2
Endothelial_cells	ACER2
Endothelial_cells	ACKR2
Endothelial_cells	ACKR3
Endothelial_cells	ACNAT1
Endothelial_cells	ACOT9
Endothelial_cells	ACSS3
Endothelial_cells	ACTA2
Endothelial_cells	ACTN1
Endothelial_cells	ACTN4
Endothelial_cells	ACVRL1
Endothelial_cells	ADAM10
Endothelial_cells	ADAMTS1
Endothelial_cells	ADAMTS10
Endothelial_cells	ADAMTS12
Endothelial_cells	ADAMTS9
Endothelial_cells	ADAMTSL2
Endothelial_cells	ADCY4
Endothelial_cells	ADGRA2
Endothelial_cells	ADGRE5
Endothelial_cells	ADGRF5
Endothelial_cells	ADGRG3
Endothelial_cells	ADGRG6
Endothelial_cells	ADGRL2
Endothelial_cells	ADGRL4
Endothelial_cells	ADH1C
Endothelial_cells	ADM
Endothelial_cells	ADORA2A
Endothelial_cells	AFAP1L1
Endothelial_cells	AFAP1L2
Endothelial_cells	AFDN
Endothelial_cells	AFF1
Endothelial_cells	AGRN
Endothelial_cells	AGTRAP
Endothelial_cells	AHNAK
Endothelial_cells	AIF1L
Endothelial_cells	AJUBA
Endothelial_cells	AKAP12
Endothelial_cells	AKAP13
Endothelial_cells	AKAP2
Endothelial_cells	AKR1C14
Endothelial_cells	ALAS1
Endothelial_cells	AMDHD1
Endothelial_cells	AMOT
Endothelial_cells	AMPD1
Endothelial_cells	ANGPT2
Endothelial_cells	ANGPTL4
Endothelial_cells	ANKRD37
Endothelial_cells	ANO1
Endothelial_cells	ANO6
Endothelial_cells	ANPEP
Endothelial_cells	ANXA1
Endothelial_cells	ANXA2
Endothelial_cells	ANXA3
Endothelial_cells	ANXA4
Endothelial_cells	ANXA5
Endothelial_cells	ANXA7
Endothelial_cells	AOC3
Endothelial_cells	AP3S1
Endothelial_cells	APBB2
Endothelial_cells	APCDD1
Endothelial_cells	APLN
Endothelial_cells	APLNR
Endothelial_cells	APOL7D
Endothelial_cells	APOLD1
Endothelial_cells	AQP11
Endothelial_cells	ARAP3
Endothelial_cells	ARHGAP18
Endothelial_cells	ARHGAP25
Endothelial_cells	ARHGAP27
Endothelial_cells	ARHGAP28
Endothelial_cells	ARHGAP29
Endothelial_cells	ARHGAP31
Endothelial_cells	ARHGAP42
Endothelial_cells	ARHGAP6
Endothelial_cells	ARHGDIB
Endothelial_cells	ARHGEF15
Endothelial_cells	ARHGEF5
Endothelial_cells	ARL15
Endothelial_cells	ARL4A
Endothelial_cells	ARPC1B
Endothelial_cells	ARRDC1
Endothelial_cells	ART3
Endothelial_cells	ASB4
Endothelial_cells	ASPN
Endothelial_cells	ATAD3AOS
Endothelial_cells	ATG4A
Endothelial_cells	ATOX1
Endothelial_cells	ATP10A
Endothelial_cells	ATP10D
Endothelial_cells	ATP11C
Endothelial_cells	ATP13A5
Endothelial_cells	ATP2A3
Endothelial_cells	AW112010
Endothelial_cells	B2M
Endothelial_cells	B4GALT1
Endothelial_cells	B4GALT4
Endothelial_cells	BAG2
Endothelial_cells	BAMBI
Endothelial_cells	BC002163
Endothelial_cells	BC039771
Endothelial_cells	BCAM
Endothelial_cells	BCHE
Endothelial_cells	BCL2
Endothelial_cells	BCL6B
Endothelial_cells	BGN
Endothelial_cells	BHLHE40
Endothelial_cells	BIRC3
Endothelial_cells	BMPR2
Endothelial_cells	BMX
Endothelial_cells	BNIP2
Endothelial_cells	BNIPL
Endothelial_cells	BOK
Endothelial_cells	BPIFB1
Endothelial_cells	BSG
Endothelial_cells	BST2
Endothelial_cells	C10ORF10
Endothelial_cells	C16ORF54
Endothelial_cells	C16ORF89
Endothelial_cells	C18ORF54
Endothelial_cells	C1ORF115
Endothelial_cells	C1ORF54
Endothelial_cells	C1ORF64
Endothelial_cells	C1QTNF9
Endothelial_cells	C20ORF196
Endothelial_cells	C8ORF4
Endothelial_cells	C9ORF3
Endothelial_cells	CA14
Endothelial_cells	CA4
Endothelial_cells	CA5A
Endothelial_cells	CABLES2
Endothelial_cells	CALCRL
Endothelial_cells	CALD1
Endothelial_cells	CALU
Endothelial_cells	CAPG
Endothelial_cells	CARD10
Endothelial_cells	CARD6
Endothelial_cells	CASP12
Endothelial_cells	CASP6
Endothelial_cells	CASP7
Endothelial_cells	CASP8
Endothelial_cells	CASQ2
Endothelial_cells	CAST
Endothelial_cells	CAV1
Endothelial_cells	CAV2
Endothelial_cells	CBFA2T3
Endothelial_cells	CCDC109B
Endothelial_cells	CCDC125
Endothelial_cells	CCDC141
Endothelial_cells	CCDC152
Endothelial_cells	CCDC85A
Endothelial_cells	CCL19
Endothelial_cells	CCL19-PS1
Endothelial_cells	CCL21
Endothelial_cells	CCM2L
Endothelial_cells	CCND1
Endothelial_cells	CCRL2
Endothelial_cells	CCSER2
Endothelial_cells	CD109
Endothelial_cells	CD151
Endothelial_cells	CD200
Endothelial_cells	CD248
Endothelial_cells	CD2AP
Endothelial_cells	CD320
Endothelial_cells	CD34
Endothelial_cells	CD38
Endothelial_cells	CD40
Endothelial_cells	CD55
Endothelial_cells	CD59
Endothelial_cells	CD69
Endothelial_cells	CD93
Endothelial_cells	CDC42EP3
Endothelial_cells	CDH5
Endothelial_cells	CDKN1A
Endothelial_cells	CDKN1C
Endothelial_cells	CDKN2B
Endothelial_cells	CEACAM1
Endothelial_cells	CES2
Endothelial_cells	CFH
Endothelial_cells	CFI
Endothelial_cells	CGNL1
Endothelial_cells	CHRNB1
Endothelial_cells	CHST9
Endothelial_cells	CLCA2
Endothelial_cells	CLDN5
Endothelial_cells	CLDN6
Endothelial_cells	CLEC14A
Endothelial_cells	CLEC1A
Endothelial_cells	CLEC1B
Endothelial_cells	CLEC2A
Endothelial_cells	CLEC9A
Endothelial_cells	CLIC1
Endothelial_cells	CLIC4
Endothelial_cells	CLIC5
Endothelial_cells	CLIC6
Endothelial_cells	CMTM6
Endothelial_cells	CMTM8
Endothelial_cells	CNGB1
Endothelial_cells	CNN2
Endothelial_cells	CNN3
Endothelial_cells	CNOT6L
Endothelial_cells	COBLL1
Endothelial_cells	COL18A1
Endothelial_cells	COL28A1
Endothelial_cells	COL4A1
Endothelial_cells	COL4A2
Endothelial_cells	COL4A3
Endothelial_cells	COL4A3BP
Endothelial_cells	COL5A3
Endothelial_cells	COL7A1
Endothelial_cells	COLEC12
Endothelial_cells	COX4I2
Endothelial_cells	CP
Endothelial_cells	CPA1
Endothelial_cells	CPNE8
Endothelial_cells	CPT1A
Endothelial_cells	CR1L
Endothelial_cells	CRACR2B
Endothelial_cells	CRAMP1L
Endothelial_cells	CREM
Endothelial_cells	CRIM1
Endothelial_cells	CRIP1
Endothelial_cells	CRIP2
Endothelial_cells	CRTAP
Endothelial_cells	CRYBB3
Endothelial_cells	CRYBG3
Endothelial_cells	CSF3
Endothelial_cells	CSRP2
Endothelial_cells	CTHRC1
Endothelial_cells	CTLA2A
Endothelial_cells	CTLA2B
Endothelial_cells	CTNNA1
Endothelial_cells	CTNNB1
Endothelial_cells	CTNND1
Endothelial_cells	CTSC
Endothelial_cells	CTSH
Endothelial_cells	CTSW
Endothelial_cells	CUTAL
Endothelial_cells	CUTC
Endothelial_cells	CXCL11
Endothelial_cells	CXCL12
Endothelial_cells	CXCL2
Endothelial_cells	CXORF36
Endothelial_cells	CXXC1
Endothelial_cells	CYBA
Endothelial_cells	CYP2D6
Endothelial_cells	CYP39A1
Endothelial_cells	CYP8B1
Endothelial_cells	CYR61
Endothelial_cells	CYSLTR2
Endothelial_cells	CYTH3
Endothelial_cells	CYYR1
Endothelial_cells	D130051D11RIK
Endothelial_cells	D830026I12RIK
Endothelial_cells	DAB2
Endothelial_cells	DACH1
Endothelial_cells	DAP
Endothelial_cells	DBH
Endothelial_cells	DCUN1D3
Endothelial_cells	DDC
Endothelial_cells	DDX58
Endothelial_cells	DDX60
Endothelial_cells	DEF6
Endothelial_cells	DEGS2
Endothelial_cells	DENND2C
Endothelial_cells	DENND3
Endothelial_cells	DES
Endothelial_cells	DGKH
Endothelial_cells	DHX40
Endothelial_cells	DHX58OS
Endothelial_cells	DLC1
Endothelial_cells	DLL4
Endothelial_cells	DNAH2OS
Endothelial_cells	DNAH3
Endothelial_cells	DNAH6
Endothelial_cells	DNAJC10
Endothelial_cells	DNASE1L1
Endothelial_cells	DOCK6
Endothelial_cells	DOCK9
Endothelial_cells	DOK4
Endothelial_cells	DPP4
Endothelial_cells	DRAM2
Endothelial_cells	DTX3L
Endothelial_cells	DUSP1
Endothelial_cells	DUSP6
Endothelial_cells	DYNLT3
Endothelial_cells	DYSF
Endothelial_cells	E030002O03RIK
Endothelial_cells	E2F7
Endothelial_cells	E330017L17RIK
Endothelial_cells	EBF1
Endothelial_cells	ECE1
Endothelial_cells	ECM1
Endothelial_cells	ECM2
Endothelial_cells	ECSCR
Endothelial_cells	EDN1
Endothelial_cells	EDN3
Endothelial_cells	EDNRA
Endothelial_cells	EFNA1
Endothelial_cells	EFR3B
Endothelial_cells	EGFL7
Endothelial_cells	EGFL8
Endothelial_cells	EGFLAM
Endothelial_cells	EHD2
Endothelial_cells	EIF2AK2
Endothelial_cells	EIF3E
Endothelial_cells	EIF4E3
Endothelial_cells	ELF1
Endothelial_cells	ELF2
Endothelial_cells	ELK3
Endothelial_cells	EMCN
Endothelial_cells	EMP1
Endothelial_cells	ENG
Endothelial_cells	ENPEP
Endothelial_cells	ENTPD1
Endothelial_cells	EOGT
Endothelial_cells	EPAS1
Endothelial_cells	EPHA2
Endothelial_cells	EPHB4
Endothelial_cells	EPHX3
Endothelial_cells	EPS8L2
Endothelial_cells	ERG
Endothelial_cells	ESAM
Endothelial_cells	ESYT1
Endothelial_cells	ESYT2
Endothelial_cells	ETS1
Endothelial_cells	EXOC3L1
Endothelial_cells	EXOC6
Endothelial_cells	F11R
Endothelial_cells	F2R
Endothelial_cells	F5
Endothelial_cells	FAIM
Endothelial_cells	FAM101B
Endothelial_cells	FAM110D
Endothelial_cells	FAM118A
Endothelial_cells	FAM124B
Endothelial_cells	FAM129A
Endothelial_cells	FAM43A
Endothelial_cells	FAM57A
Endothelial_cells	FAM60A
Endothelial_cells	FAM63A
Endothelial_cells	FAM65A
Endothelial_cells	FAM84B
Endothelial_cells	FAR2
Endothelial_cells	FAS
Endothelial_cells	FBLN2
Endothelial_cells	FBLN5
Endothelial_cells	FCGRT
Endothelial_cells	FCHO2
Endothelial_cells	FENDRR
Endothelial_cells	FERMT2
Endothelial_cells	FGD5
Endothelial_cells	FGFBP1
Endothelial_cells	FILIP1
Endothelial_cells	FILIP1L
Endothelial_cells	FKBP7
Endothelial_cells	FLI1
Endothelial_cells	FLNA
Endothelial_cells	FLNB
Endothelial_cells	FLRT2
Endothelial_cells	FLT1
Endothelial_cells	FLT4
Endothelial_cells	FLVCR2
Endothelial_cells	FMNL3
Endothelial_cells	FMO2
Endothelial_cells	FN1
Endothelial_cells	FNBP1L
Endothelial_cells	FNDC11
Endothelial_cells	FNDC3B
Endothelial_cells	FOSL2
Endothelial_cells	FOXC1
Endothelial_cells	FOXF1
Endothelial_cells	FOXF2
Endothelial_cells	FOXL2
Endothelial_cells	FOXL2OS
Endothelial_cells	FOXO1
Endothelial_cells	FOXP1
Endothelial_cells	FOXQ1
Endothelial_cells	FOXS1
Endothelial_cells	FRY
Endothelial_cells	FXYD5
Endothelial_cells	FZD4
Endothelial_cells	FZD6
Endothelial_cells	G6PC
Endothelial_cells	GADD45A
Endothelial_cells	GALNT15
Endothelial_cells	GAS2L3
Endothelial_cells	GATA2
Endothelial_cells	GATA3
Endothelial_cells	GATSL3
Endothelial_cells	GBE1
Endothelial_cells	GBP2
Endothelial_cells	GBP4
Endothelial_cells	GBP5
Endothelial_cells	GBP6
Endothelial_cells	GBP7
Endothelial_cells	GCH1
Endothelial_cells	GCNT2
Endothelial_cells	GDAP10
Endothelial_cells	GDPD3
Endothelial_cells	GGACT
Endothelial_cells	GGT1
Endothelial_cells	GGTA1
Endothelial_cells	GHR
Endothelial_cells	GIMAP1
Endothelial_cells	GIMAP4
Endothelial_cells	GIMAP5
Endothelial_cells	GIMAP6
Endothelial_cells	GIMAP7
Endothelial_cells	GIMAP8
Endothelial_cells	GINM1
Endothelial_cells	GJA4
Endothelial_cells	GJA5
Endothelial_cells	GJC1
Endothelial_cells	GKN3P
Endothelial_cells	GLYATL3
Endothelial_cells	GM10030
Endothelial_cells	GM10080
Endothelial_cells	GM10258
Endothelial_cells	GM11131
Endothelial_cells	GM1123
Endothelial_cells	GM11377
Endothelial_cells	GM11496
Endothelial_cells	GM11942
Endothelial_cells	GM12002
Endothelial_cells	GM12158
Endothelial_cells	GM12867
Endothelial_cells	GM12868
Endothelial_cells	GM12926
Endothelial_cells	GM13033
Endothelial_cells	GM13056
Endothelial_cells	GM13152
Endothelial_cells	GM13536
Endothelial_cells	GM13571
Endothelial_cells	GM13861
Endothelial_cells	GM13881
Endothelial_cells	GM14005
Endothelial_cells	GM14120
Endothelial_cells	GM14150
Endothelial_cells	GM14165
Endothelial_cells	GM14207
Endothelial_cells	GM15587
Endothelial_cells	GM15626
Endothelial_cells	GM15998
Endothelial_cells	GM16046
Endothelial_cells	GM16064
Endothelial_cells	GM16102
Endothelial_cells	GM16104
Endothelial_cells	GM16340
Endothelial_cells	GM16897
Endothelial_cells	GM17315
Endothelial_cells	GM18303
Endothelial_cells	GM19777
Endothelial_cells	GM20748
Endothelial_cells	GM2399
Endothelial_cells	GM24789
Endothelial_cells	GM26102
Endothelial_cells	GM26569
Endothelial_cells	GM26629
Endothelial_cells	GM26799
Endothelial_cells	GM26809
Endothelial_cells	GM26862
Endothelial_cells	GM28527
Endothelial_cells	GM28671
Endothelial_cells	GM29151
Endothelial_cells	GM29187
Endothelial_cells	GM29561
Endothelial_cells	GM37024
Endothelial_cells	GM37033
Endothelial_cells	GM37060
Endothelial_cells	GM37246
Endothelial_cells	GM37390
Endothelial_cells	GM37587
Endothelial_cells	GM37642
Endothelial_cells	GM37760
Endothelial_cells	GM3788
Endothelial_cells	GM38070
Endothelial_cells	GM38197
Endothelial_cells	GM38346
Endothelial_cells	GM4804
Endothelial_cells	GM5127
Endothelial_cells	GM5205
Endothelial_cells	GM5526
Endothelial_cells	GM6472
Endothelial_cells	GM6548
Endothelial_cells	GM6733
Endothelial_cells	GM6792
Endothelial_cells	GM6910
Endothelial_cells	GM7292
Endothelial_cells	GM7497
Endothelial_cells	GM7809
Endothelial_cells	GM8174
Endothelial_cells	GM8730
Endothelial_cells	GM8818
Endothelial_cells	GM8995
Endothelial_cells	GM9115
Endothelial_cells	GM9581
Endothelial_cells	GM9770
Endothelial_cells	GM9844
Endothelial_cells	GM9917
Endothelial_cells	GM9946
Endothelial_cells	GNB4
Endothelial_cells	GNG11
Endothelial_cells	GNG5
Endothelial_cells	GOLIM4
Endothelial_cells	GPCPD1
Endothelial_cells	GPD2
Endothelial_cells	GPER1
Endothelial_cells	GPIHBP1
Endothelial_cells	GPR160
Endothelial_cells	GPR4
Endothelial_cells	GPRC5C
Endothelial_cells	GPX1
Endothelial_cells	GRAP
Endothelial_cells	GRASP
Endothelial_cells	GRB10
Endothelial_cells	GRB14
Endothelial_cells	GRB7
Endothelial_cells	GRM6
Endothelial_cells	GSTA4
Endothelial_cells	GSTM1
Endothelial_cells	GSTM2
Endothelial_cells	GSTT2B
Endothelial_cells	GULP1
Endothelial_cells	GVIN1
Endothelial_cells	GYPC
Endothelial_cells	H6PD
Endothelial_cells	HAPLN3
Endothelial_cells	HBA2
Endothelial_cells	HBB
Endothelial_cells	HBE1
Endothelial_cells	HDAC7
Endothelial_cells	HEG1
Endothelial_cells	HELZ2
Endothelial_cells	HES1
Endothelial_cells	HEYL
Endothelial_cells	HHEX
Endothelial_cells	HIC1
Endothelial_cells	HIGD1B
Endothelial_cells	HILPDA
Endothelial_cells	HIP1
Endothelial_cells	HIPK3
Endothelial_cells	HLA-A
Endothelial_cells	HLA-B
Endothelial_cells	HLA-G
Endothelial_cells	HMCN1
Endothelial_cells	HMGCS2
Endothelial_cells	HPRT1
Endothelial_cells	HRCT1
Endothelial_cells	HSD3B7
Endothelial_cells	HSF4
Endothelial_cells	HSPA12B
Endothelial_cells	HSPB1
Endothelial_cells	HSPB2
Endothelial_cells	HSPB8
Endothelial_cells	HSPG2
Endothelial_cells	HTR2A
Endothelial_cells	HYAL2
Endothelial_cells	ICA1
Endothelial_cells	ICAM1
Endothelial_cells	ICAM2
Endothelial_cells	ID1
Endothelial_cells	ID3
Endothelial_cells	IFI35
Endothelial_cells	IFI44
Endothelial_cells	IFI47
Endothelial_cells	IFIH1
Endothelial_cells	IFIT1B
Endothelial_cells	IFITM1
Endothelial_cells	IFNAR1
Endothelial_cells	IGF1R
Endothelial_cells	IGFBP7
Endothelial_cells	IGSF5
Endothelial_cells	IIGP1
Endothelial_cells	IL10RB
Endothelial_cells	IL15
Endothelial_cells	IL17RC
Endothelial_cells	IL17RD
Endothelial_cells	IL1R1
Endothelial_cells	IL27RA
Endothelial_cells	IL2RA
Endothelial_cells	IL2RG
Endothelial_cells	INPP1
Endothelial_cells	INSR
Endothelial_cells	IPO11
Endothelial_cells	IQGAP1
Endothelial_cells	IRF6
Endothelial_cells	IRF7
Endothelial_cells	IRGM
Endothelial_cells	IRX3
Endothelial_cells	ISG15
Endothelial_cells	ISM1
Endothelial_cells	ISYNA1
Endothelial_cells	ITGA1
Endothelial_cells	ITGA4
Endothelial_cells	ITGA5
Endothelial_cells	ITGA6
Endothelial_cells	ITGB1
Endothelial_cells	ITIH5
Endothelial_cells	ITM2A
Endothelial_cells	ITPKB
Endothelial_cells	ITPR1
Endothelial_cells	ITPRIPL1
Endothelial_cells	ITPRIPL2
Endothelial_cells	JAG1
Endothelial_cells	JAG2
Endothelial_cells	JAM2
Endothelial_cells	KANK3
Endothelial_cells	KANK4
Endothelial_cells	KCNA5
Endothelial_cells	KCNE3
Endothelial_cells	KCNE4
Endothelial_cells	KCNJ15
Endothelial_cells	KCNJ2
Endothelial_cells	KCNJ8
Endothelial_cells	KCNMB1
Endothelial_cells	KCNQ1
Endothelial_cells	KCP
Endothelial_cells	KCTD12B
Endothelial_cells	KDR
Endothelial_cells	KIAA0040
Endothelial_cells	KIAA0355
Endothelial_cells	KIAA0391
Endothelial_cells	KIAA1217
Endothelial_cells	KIAA1462
Endothelial_cells	KIAA1671
Endothelial_cells	KIF26A
Endothelial_cells	KITL
Endothelial_cells	KLF11
Endothelial_cells	KLF2
Endothelial_cells	KLF4
Endothelial_cells	KLF6
Endothelial_cells	KLHL4
Endothelial_cells	KLHL6
Endothelial_cells	KLK8
Endothelial_cells	LAMA4
Endothelial_cells	LAMA5
Endothelial_cells	LAMB1
Endothelial_cells	LAMB2
Endothelial_cells	LAMC1
Endothelial_cells	LATS2
Endothelial_cells	LAYN
Endothelial_cells	LCN2
Endothelial_cells	LDLRAD3
Endothelial_cells	LEF1
Endothelial_cells	LGALS9
Endothelial_cells	LIMS1
Endothelial_cells	LIMS2
Endothelial_cells	LINC00961
Endothelial_cells	LIPA
Endothelial_cells	LIPC
Endothelial_cells	LMAN1
Endothelial_cells	LMNTD1
Endothelial_cells	LMO2
Endothelial_cells	LMO7
